"","pais","sexo","rango_edad","tasa_suicidio"
"3305","Angola"," Male","20to29",10.4
"3306","Angola"," Female","20to29",2.9
"3307","Antigua and Barbuda"," Both sexes","20to29",0
"3308","Antigua and Barbuda"," Male","20to29",0
"3309","Antigua and Barbuda"," Female","20to29",0
"3310","Argentina"," Both sexes","20to29",15.3
"3311","Argentina"," Male","20to29",25.3
"3312","Argentina"," Female","20to29",5
"3313","Armenia"," Both sexes","20to29",4.5
"3314","Armenia"," Male","20to29",8.2
"3315","Armenia"," Female","20to29",0.9
"3316","Australia"," Both sexes","20to29",13.9
"3317","Australia"," Male","20to29",20.7
"3318","Australia"," Female","20to29",6.8
"3319","Austria"," Both sexes","20to29",10.8
"3320","Austria"," Male","20to29",17.1
"3321","Austria"," Female","20to29",4.3
"3322","Azerbaijan"," Both sexes","20to29",2.2
"3323","Azerbaijan"," Male","20to29",3.4
"3324","Azerbaijan"," Female","20to29",0.9
"3325","Bahamas"," Both sexes","20to29",1.8
"3326","Bahamas"," Male","20to29",3.1
"3327","Bahamas"," Female","20to29",0.4
"3328","Bahrain"," Both sexes","20to29",8.8
"3329","Bahrain"," Male","20to29",11.7
"3330","Bahrain"," Female","20to29",3.1
"3331","Bangladesh"," Both sexes","20to29",9.5
"3332","Bangladesh"," Male","20to29",5.7
"3333","Bangladesh"," Female","20to29",13.3
"3334","Barbados"," Both sexes","20to29",0
"3335","Barbados"," Male","20to29",0
"3336","Barbados"," Female","20to29",0
"3337","Belarus"," Both sexes","20to29",18.9
"3338","Belarus"," Male","20to29",32.3
"3339","Belarus"," Female","20to29",4.8
"3340","Belgium"," Both sexes","20to29",13.4
"3341","Belgium"," Male","20to29",21
"3342","Belgium"," Female","20to29",5.6
"3343","Belize"," Both sexes","20to29",5.4
"3344","Belize"," Male","20to29",9
"3345","Belize"," Female","20to29",1.8
"3346","Benin"," Both sexes","20to29",14
"3347","Benin"," Male","20to29",21.8
"3348","Benin"," Female","20to29",6.1
"3349","Bhutan"," Both sexes","20to29",13.5
"3350","Bhutan"," Male","20to29",16.7
"3351","Bhutan"," Female","20to29",10
"3352","Bolivia (Plurinational State of)"," Both sexes","20to29",21.2
"3353","Bolivia (Plurinational State of)"," Male","20to29",28.7
"3354","Bolivia (Plurinational State of)"," Female","20to29",13.6
"3355","Bosnia and Herzegovina"," Both sexes","20to29",3.8
"3356","Bosnia and Herzegovina"," Male","20to29",6.2
"3357","Bosnia and Herzegovina"," Female","20to29",1.2
"3358","Botswana"," Both sexes","20to29",10.6
"3359","Botswana"," Male","20to29",17.6
"3360","Botswana"," Female","20to29",3.4
"3361","Brazil"," Both sexes","20to29",6.9
"3362","Brazil"," Male","20to29",11.3
"3363","Brazil"," Female","20to29",2.5
"3364","Brunei Darussalam"," Both sexes","20to29",5.7
"3365","Brunei Darussalam"," Male","20to29",8
"3366","Brunei Darussalam"," Female","20to29",3.2
"3367","Bulgaria"," Both sexes","20to29",6.2
"3368","Bulgaria"," Male","20to29",9.6
"3369","Bulgaria"," Female","20to29",2.6
"3370","Burkina Faso"," Both sexes","20to29",9.6
"3371","Burkina Faso"," Male","20to29",12.1
"3372","Burkina Faso"," Female","20to29",7.1
"3373","Burundi"," Both sexes","20to29",12.9
"3374","Burundi"," Male","20to29",19.8
"3375","Burundi"," Female","20to29",6.5
"3376","Cabo Verde"," Both sexes","20to29",6.9
"3377","Cabo Verde"," Male","20to29",11.2
"3378","Cabo Verde"," Female","20to29",2.6
"3379","Cambodia"," Both sexes","20to29",8
"3380","Cambodia"," Male","20to29",11.8
"3381","Cambodia"," Female","20to29",4.2
"3382","Cameroon"," Both sexes","20to29",16.6
"3383","Cameroon"," Male","20to29",25.5
"3384","Cameroon"," Female","20to29",7.5
"3385","Canada"," Both sexes","20to29",12
"3386","Canada"," Male","20to29",17.6
"3387","Canada"," Female","20to29",6.3
"3388","Central African Republic"," Both sexes","20to29",11.7
"3389","Central African Republic"," Male","20to29",18.3
"3390","Central African Republic"," Female","20to29",5.2
"3391","Chad"," Both sexes","20to29",13.8
"3392","Chad"," Male","20to29",19.3
"3393","Chad"," Female","20to29",8.2
"3394","Chile"," Both sexes","20to29",12.9
"3395","Chile"," Male","20to29",20.6
"3396","Chile"," Female","20to29",4.8
"3397","China"," Both sexes","20to29",5
"3398","China"," Male","20to29",4.4
"3399","China"," Female","20to29",5.7
"3400","Colombia"," Both sexes","20to29",11.2
"3401","Colombia"," Male","20to29",17.9
"3402","Colombia"," Female","20to29",4.4
"3403","Comoros"," Both sexes","20to29",7.6
"3404","Comoros"," Male","20to29",10.7
"3405","Comoros"," Female","20to29",4.4
"3406","Congo"," Both sexes","20to29",6.8
"3407","Congo"," Male","20to29",10.2
"3408","Congo"," Female","20to29",3.4
"3409","Costa Rica"," Both sexes","20to29",11
"3410","Costa Rica"," Male","20to29",18.5
"3411","Costa Rica"," Female","20to29",3.3
"3412","Côte d'Ivoire"," Both sexes","20to29",20.1
"3413","Côte d'Ivoire"," Male","20to29",28.8
"3414","Côte d'Ivoire"," Female","20to29",11.4
"3415","Croatia"," Both sexes","20to29",8.9
"3416","Croatia"," Male","20to29",14.7
"3417","Croatia"," Female","20to29",2.8
"3418","Cuba"," Both sexes","20to29",6.6
"3419","Cuba"," Male","20to29",10.2
"3420","Cuba"," Female","20to29",2.8
"3421","Cyprus"," Both sexes","20to29",6.2
"3422","Cyprus"," Male","20to29",8.2
"3423","Cyprus"," Female","20to29",3.8
"3424","Czechia"," Both sexes","20to29",11.6
"3425","Czechia"," Male","20to29",19.2
"3426","Czechia"," Female","20to29",3.6
"3427","Democratic People's Republic of Korea"," Both sexes","20to29",13.6
"3428","Democratic People's Republic of Korea"," Male","20to29",13.1
"3429","Democratic People's Republic of Korea"," Female","20to29",14.1
"3430","Democratic Republic of the Congo"," Both sexes","20to29",7
"3431","Democratic Republic of the Congo"," Male","20to29",11
"3432","Democratic Republic of the Congo"," Female","20to29",3.1
"3433","Denmark"," Both sexes","20to29",6.1
"3434","Denmark"," Male","20to29",9
"3435","Denmark"," Female","20to29",3.1
"3436","Djibouti"," Both sexes","20to29",8.2
"3437","Djibouti"," Male","20to29",10.9
"3438","Djibouti"," Female","20to29",5.4
"3439","Dominican Republic"," Both sexes","20to29",15.4
"3440","Dominican Republic"," Male","20to29",26.1
"3441","Dominican Republic"," Female","20to29",4.7
"3442","Ecuador"," Both sexes","20to29",10.5
"3443","Ecuador"," Male","20to29",14.8
"3444","Ecuador"," Female","20to29",6.1
"3445","Egypt"," Both sexes","20to29",6.4
"3446","Egypt"," Male","20to29",10.4
"3447","Egypt"," Female","20to29",2.3
"3448","El Salvador"," Both sexes","20to29",30.1
"3449","El Salvador"," Male","20to29",53.5
"3450","El Salvador"," Female","20to29",8.8
"3451","Equatorial Guinea"," Both sexes","20to29",25.5
"3452","Equatorial Guinea"," Male","20to29",35.1
"3453","Equatorial Guinea"," Female","20to29",11.4
"3454","Eritrea"," Both sexes","20to29",6.6
"3455","Eritrea"," Male","20to29",10.8
"3456","Eritrea"," Female","20to29",2.4
"3457","Estonia"," Both sexes","20to29",15.8
"3458","Estonia"," Male","20to29",28.5
"3459","Estonia"," Female","20to29",2.3
"3460","Eswatini"," Both sexes","20to29",21.4
"3461","Eswatini"," Male","20to29",33.5
"3462","Eswatini"," Female","20to29",9.3
"3463","Ethiopia"," Both sexes","20to29",8.1
"3464","Ethiopia"," Male","20to29",13
"3465","Ethiopia"," Female","20to29",3.3
"3466","Fiji"," Both sexes","20to29",9.6
"3467","Fiji"," Male","20to29",13.6
"3468","Fiji"," Female","20to29",5.2
"3469","Finland"," Both sexes","20to29",20.6
"3470","Finland"," Male","20to29",31.5
"3471","Finland"," Female","20to29",9.2
"3472","France"," Both sexes","20to29",8
"3473","France"," Male","20to29",12
"3474","France"," Female","20to29",3.9
"3475","Gabon"," Both sexes","20to29",7.1
"3476","Gabon"," Male","20to29",11.2
"3477","Gabon"," Female","20to29",2.8
"3478","Gambia"," Both sexes","20to29",7.7
"3479","Gambia"," Male","20to29",10.5
"3480","Gambia"," Female","20to29",5
"3481","Georgia"," Both sexes","20to29",6
"3482","Georgia"," Male","20to29",10.7
"3483","Georgia"," Female","20to29",1.1
"3484","Germany"," Both sexes","20to29",7.6
"3485","Germany"," Male","20to29",11.5
"3486","Germany"," Female","20to29",3.4
"3487","Ghana"," Both sexes","20to29",5.3
"3488","Ghana"," Male","20to29",7.6
"3489","Ghana"," Female","20to29",3
"3490","Greece"," Both sexes","20to29",4
"3491","Greece"," Male","20to29",6.3
"3492","Greece"," Female","20to29",1.5
"3493","Grenada"," Both sexes","20to29",0
"3494","Grenada"," Male","20to29",0
"3495","Grenada"," Female","20to29",0
"3496","Guatemala"," Both sexes","20to29",4.3
"3497","Guatemala"," Male","20to29",5.9
"3498","Guatemala"," Female","20to29",2.6
"3499","Guinea"," Both sexes","20to29",7.9
"3500","Guinea"," Male","20to29",9.9
"3501","Guinea"," Female","20to29",5.8
"3502","Guinea-Bissau"," Both sexes","20to29",3.8
"3503","Guinea-Bissau"," Male","20to29",5
"3504","Guinea-Bissau"," Female","20to29",2.6
"3505","Guyana"," Both sexes","20to29",38
"3506","Guyana"," Male","20to29",56
"3507","Guyana"," Female","20to29",19.3
"3508","Haiti"," Both sexes","20to29",21.5
"3509","Haiti"," Male","20to29",31.5
"3510","Haiti"," Female","20to29",11.6
"3511","Honduras"," Both sexes","20to29",4
"3512","Honduras"," Male","20to29",5.7
"3513","Honduras"," Female","20to29",2.2
"3514","Hungary"," Both sexes","20to29",8.9
"3515","Hungary"," Male","20to29",14.1
"3516","Hungary"," Female","20to29",3.5
"3517","Iceland"," Both sexes","20to29",14.9
"3518","Iceland"," Male","20to29",25.1
"3519","Iceland"," Female","20to29",4.2
"3520","India"," Both sexes","20to29",30.3
"3521","India"," Male","20to29",27.8
"3522","India"," Female","20to29",33.1
"3523","Indonesia"," Both sexes","20to29",5.1
"3524","Indonesia"," Male","20to29",7.4
"3525","Indonesia"," Female","20to29",2.6
"3526","Iran (Islamic Republic of)"," Both sexes","20to29",6.8
"3527","Iran (Islamic Republic of)"," Male","20to29",8
"3528","Iran (Islamic Republic of)"," Female","20to29",5.6
"3529","Iraq"," Both sexes","20to29",4.8
"3530","Iraq"," Male","20to29",5.4
"3531","Iraq"," Female","20to29",4.2
"3532","Ireland"," Both sexes","20to29",15.8
"3533","Ireland"," Male","20to29",25.8
"3534","Ireland"," Female","20to29",5.9
"3535","Israel"," Both sexes","20to29",5.9
"3536","Israel"," Male","20to29",9.7
"3537","Israel"," Female","20to29",2
"3538","Italy"," Both sexes","20to29",5
"3539","Italy"," Male","20to29",8.1
"3540","Italy"," Female","20to29",1.9
"3541","Jamaica"," Both sexes","20to29",2.8
"3542","Jamaica"," Male","20to29",4.3
"3543","Jamaica"," Female","20to29",1.3
"3544","Japan"," Both sexes","20to29",18.6
"3545","Japan"," Male","20to29",27.1
"3546","Japan"," Female","20to29",9.6
"3547","Jordan"," Both sexes","20to29",3.9
"3548","Jordan"," Male","20to29",4.7
"3549","Jordan"," Female","20to29",3
"3550","Kazakhstan"," Both sexes","20to29",21.7
"3551","Kazakhstan"," Male","20to29",35.7
"3552","Kazakhstan"," Female","20to29",7.8
"3553","Kenya"," Both sexes","20to29",3.8
"3554","Kenya"," Male","20to29",6.4
"3555","Kenya"," Female","20to29",1.2
"3556","Kiribati"," Both sexes","20to29",33.5
"3557","Kiribati"," Male","20to29",57.4
"3558","Kiribati"," Female","20to29",9
"3559","Kuwait"," Both sexes","20to29",4.3
"3560","Kuwait"," Male","20to29",4.9
"3561","Kuwait"," Female","20to29",3.6
"3562","Kyrgyzstan"," Both sexes","20to29",9.2
"3563","Kyrgyzstan"," Male","20to29",14.4
"3564","Kyrgyzstan"," Female","20to29",4
"3565","Lao People's Democratic Republic"," Both sexes","20to29",16.1
"3566","Lao People's Democratic Republic"," Male","20to29",21.4
"3567","Lao People's Democratic Republic"," Female","20to29",10.7
"3568","Latvia"," Both sexes","20to29",18
"3569","Latvia"," Male","20to29",30.5
"3570","Latvia"," Female","20to29",4.8
"3571","Lebanon"," Both sexes","20to29",3.7
"3572","Lebanon"," Male","20to29",3.7
"3573","Lebanon"," Female","20to29",3.7
"3574","Lesotho"," Both sexes","20to29",23.3
"3575","Lesotho"," Male","20to29",27.4
"3576","Lesotho"," Female","20to29",19.1
"3577","Liberia"," Both sexes","20to29",4.6
"3578","Liberia"," Male","20to29",6.2
"3579","Liberia"," Female","20to29",2.9
"3580","Libya"," Both sexes","20to29",6.6
"3581","Libya"," Male","20to29",10
"3582","Libya"," Female","20to29",3.3
"3583","Lithuania"," Both sexes","20to29",27.1
"3584","Lithuania"," Male","20to29",49.6
"3585","Lithuania"," Female","20to29",3.2
"3586","Luxembourg"," Both sexes","20to29",8
"3587","Luxembourg"," Male","20to29",12.8
"3588","Luxembourg"," Female","20to29",3
"3589","Madagascar"," Both sexes","20to29",3.3
"3590","Madagascar"," Male","20to29",4.8
"3591","Madagascar"," Female","20to29",1.9
"3592","Malawi"," Both sexes","20to29",3.2
"3593","Malawi"," Male","20to29",5.2
"3594","Malawi"," Female","20to29",1.2
"3595","Malaysia"," Both sexes","20to29",4
"3596","Malaysia"," Male","20to29",6
"3597","Malaysia"," Female","20to29",1.8
"3598","Maldives"," Both sexes","20to29",2.8
"3599","Maldives"," Male","20to29",3.5
"3600","Maldives"," Female","20to29",1.6
"3601","Mali"," Both sexes","20to29",7.4
"3602","Mali"," Male","20to29",10.8
"3603","Mali"," Female","20to29",3.9
"3604","Malta"," Both sexes","20to29",5.3
"3605","Malta"," Male","20to29",8.3
"3606","Malta"," Female","20to29",2.1
"3607","Mauritania"," Both sexes","20to29",4.3
"3608","Mauritania"," Male","20to29",6.5
"3609","Mauritania"," Female","20to29",2
"3610","Mauritius"," Both sexes","20to29",12.9
"3611","Mauritius"," Male","20to29",20.4
"3612","Mauritius"," Female","20to29",5.2
"3613","Mexico"," Both sexes","20to29",7.5
"3614","Mexico"," Male","20to29",11.8
"3615","Mexico"," Female","20to29",3.1
"3616","Micronesia (Federated States of)"," Both sexes","20to29",21.9
"3617","Micronesia (Federated States of)"," Male","20to29",31.5
"3618","Micronesia (Federated States of)"," Female","20to29",11.2
"3619","Mongolia"," Both sexes","20to29",16.4
"3620","Mongolia"," Male","20to29",27.8
"3621","Mongolia"," Female","20to29",4.8
"3622","Montenegro"," Both sexes","20to29",6.4
"3623","Montenegro"," Male","20to29",10.7
"3624","Montenegro"," Female","20to29",1.8
"3625","Morocco"," Both sexes","20to29",3.8
"3626","Morocco"," Male","20to29",2.8
"3627","Morocco"," Female","20to29",4.8
"3628","Mozambique"," Both sexes","20to29",6.1
"3629","Mozambique"," Male","20to29",9.5
"3630","Mozambique"," Female","20to29",2.8
"3631","Myanmar"," Both sexes","20to29",12.3
"3632","Myanmar"," Male","20to29",9.6
"3633","Myanmar"," Female","20to29",15
"3634","Namibia"," Both sexes","20to29",11.4
"3635","Namibia"," Male","20to29",19.9
"3636","Namibia"," Female","20to29",3.1
"3637","Nepal"," Both sexes","20to29",15.8
"3638","Nepal"," Male","20to29",16.4
"3639","Nepal"," Female","20to29",15.3
"3640","Netherlands"," Both sexes","20to29",8.3
"3641","Netherlands"," Male","20to29",11.5
"3642","Netherlands"," Female","20to29",5.1
"3643","New Zealand"," Both sexes","20to29",18.1
"3644","New Zealand"," Male","20to29",27.1
"3645","New Zealand"," Female","20to29",8.7
"3646","Nicaragua"," Both sexes","20to29",24.2
"3647","Nicaragua"," Male","20to29",38.9
"3648","Nicaragua"," Female","20to29",9
"3649","Niger"," Both sexes","20to29",5.2
"3650","Niger"," Male","20to29",7.7
"3651","Niger"," Female","20to29",3
"3652","Nigeria"," Both sexes","20to29",11.4
"3653","Nigeria"," Male","20to29",13.9
"3654","Nigeria"," Female","20to29",8.9
"3655","Norway"," Both sexes","20to29",12.2
"3656","Norway"," Male","20to29",17
"3657","Norway"," Female","20to29",7.1
"3658","Oman"," Both sexes","20to29",6.3
"3659","Oman"," Male","20to29",8.5
"3660","Oman"," Female","20to29",1.2
"3661","Pakistan"," Both sexes","20to29",5.5
"3662","Pakistan"," Male","20to29",4.9
"3663","Pakistan"," Female","20to29",6.1
"3664","Panama"," Both sexes","20to29",6.8
"3665","Panama"," Male","20to29",11.9
"3666","Panama"," Female","20to29",1.6
"3667","Papua New Guinea"," Both sexes","20to29",11.2
"3668","Papua New Guinea"," Male","20to29",16.3
"3669","Papua New Guinea"," Female","20to29",5.9
"3670","Paraguay"," Both sexes","20to29",19.9
"3671","Paraguay"," Male","20to29",27
"3672","Paraguay"," Female","20to29",12.6
"3673","Peru"," Both sexes","20to29",6.5
"3674","Peru"," Male","20to29",9
"3675","Peru"," Female","20to29",3.9
"3676","Philippines"," Both sexes","20to29",5
"3677","Philippines"," Male","20to29",6.8
"3678","Philippines"," Female","20to29",3.1
"3679","Poland"," Both sexes","20to29",15.7
"3680","Poland"," Male","20to29",28.2
"3681","Poland"," Female","20to29",2.6
"3682","Portugal"," Both sexes","20to29",4.7
"3683","Portugal"," Male","20to29",7.9
"3684","Portugal"," Female","20to29",1.5
"3685","Qatar"," Both sexes","20to29",9.8
"3686","Qatar"," Male","20to29",11.8
"3687","Qatar"," Female","20to29",1.2
"3688","Republic of Korea"," Both sexes","20to29",14.2
"3689","Republic of Korea"," Male","20to29",16.9
"3690","Republic of Korea"," Female","20to29",11.1
"3691","Republic of Moldova"," Both sexes","20to29",11.4
"3692","Republic of Moldova"," Male","20to29",19.2
"3693","Republic of Moldova"," Female","20to29",3.5
"3694","Republic of North Macedonia"," Both sexes","20to29",4.3
"3695","Republic of North Macedonia"," Male","20to29",6
"3696","Republic of North Macedonia"," Female","20to29",2.5
"3697","Romania"," Both sexes","20to29",5.7
"3698","Romania"," Male","20to29",9.4
"3699","Romania"," Female","20to29",1.7
"3700","Russian Federation"," Both sexes","20to29",33.1
"3701","Russian Federation"," Male","20to29",56.5
"3702","Russian Federation"," Female","20to29",8.8
"3703","Rwanda"," Both sexes","20to29",8
"3704","Rwanda"," Male","20to29",11.6
"3705","Rwanda"," Female","20to29",4.5
"3706","Saint Lucia"," Both sexes","20to29",8.9
"3707","Saint Lucia"," Male","20to29",15.4
"3708","Saint Lucia"," Female","20to29",2.5
"3709","Saint Vincent and the Grenadines"," Both sexes","20to29",4.7
"3710","Saint Vincent and the Grenadines"," Male","20to29",9.2
"3711","Saint Vincent and the Grenadines"," Female","20to29",0
"3712","Samoa"," Both sexes","20to29",5.8
"3713","Samoa"," Male","20to29",9
"3714","Samoa"," Female","20to29",2.3
"3715","Sao Tome and Principe"," Both sexes","20to29",4.5
"3716","Sao Tome and Principe"," Male","20to29",6.1
"3717","Sao Tome and Principe"," Female","20to29",3
"3718","Saudi Arabia"," Both sexes","20to29",4
"3719","Saudi Arabia"," Male","20to29",5.8
"3720","Saudi Arabia"," Female","20to29",1.9
"3721","Senegal"," Both sexes","20to29",4.9
"3722","Senegal"," Male","20to29",7.3
"3723","Senegal"," Female","20to29",2.6
"3724","Serbia"," Both sexes","20to29",5.9
"3725","Serbia"," Male","20to29",9.1
"3726","Serbia"," Female","20to29",2.5
"3727","Seychelles"," Both sexes","20to29",8.2
"3728","Seychelles"," Male","20to29",13.9
"3729","Seychelles"," Female","20to29",1.7
"3730","Sierra Leone"," Both sexes","20to29",14.8
"3731","Sierra Leone"," Male","20to29",19.8
"3732","Sierra Leone"," Female","20to29",10
"3733","Singapore"," Both sexes","20to29",7.6
"3734","Singapore"," Male","20to29",10.7
"3735","Singapore"," Female","20to29",4.3
"3736","Slovakia"," Both sexes","20to29",9.2
"3737","Slovakia"," Male","20to29",16.1
"3738","Slovakia"," Female","20to29",2.1
"3739","Slovenia"," Both sexes","20to29",12.3
"3740","Slovenia"," Male","20to29",20.9
"3741","Slovenia"," Female","20to29",3.1
"3742","Solomon Islands"," Both sexes","20to29",9.7
"3743","Solomon Islands"," Male","20to29",14.3
"3744","Solomon Islands"," Female","20to29",4.9
"3745","Somalia"," Both sexes","20to29",6.5
"3746","Somalia"," Male","20to29",9.6
"3747","Somalia"," Female","20to29",3.5
"3748","South Africa"," Both sexes","20to29",12.6
"3749","South Africa"," Male","20to29",20.6
"3750","South Africa"," Female","20to29",4.4
"3751","South Sudan"," Both sexes","20to29",4.7
"3752","South Sudan"," Male","20to29",6.3
"3753","South Sudan"," Female","20to29",3.1
"3754","Spain"," Both sexes","20to29",5.1
"3755","Spain"," Male","20to29",7.6
"3756","Spain"," Female","20to29",2.5
"3757","Sri Lanka"," Both sexes","20to29",21.9
"3758","Sri Lanka"," Male","20to29",34.6
"3759","Sri Lanka"," Female","20to29",10.2
"3760","Sudan"," Both sexes","20to29",18.1
"3761","Sudan"," Male","20to29",27.2
"3762","Sudan"," Female","20to29",8.8
"3763","Suriname"," Both sexes","20to29",26
"3764","Suriname"," Male","20to29",41.9
"3765","Suriname"," Female","20to29",9.3
"3766","Sweden"," Both sexes","20to29",13.5
"3767","Sweden"," Male","20to29",18.2
"3768","Sweden"," Female","20to29",8.6
"3769","Switzerland"," Both sexes","20to29",9
"3770","Switzerland"," Male","20to29",13.6
"3771","Switzerland"," Female","20to29",4.3
"3772","Syrian Arab Republic"," Both sexes","20to29",3.1
"3773","Syrian Arab Republic"," Male","20to29",4.6
"3774","Syrian Arab Republic"," Female","20to29",1.5
"3775","Tajikistan"," Both sexes","20to29",2.3
"3776","Tajikistan"," Male","20to29",3
"3777","Tajikistan"," Female","20to29",1.6
"3778","Thailand"," Both sexes","20to29",18
"3779","Thailand"," Male","20to29",30.9
"3780","Thailand"," Female","20to29",5
"3781","Timor-Leste"," Both sexes","20to29",9.6
"3782","Timor-Leste"," Male","20to29",14
"3783","Timor-Leste"," Female","20to29",5.2
"3784","Togo"," Both sexes","20to29",10.7
"3785","Togo"," Male","20to29",14.3
"3786","Togo"," Female","20to29",7
"3787","Tonga"," Both sexes","20to29",5.6
"3788","Tonga"," Male","20to29",7.2
"3789","Tonga"," Female","20to29",3.9
"3790","Trinidad and Tobago"," Both sexes","20to29",21.9
"3791","Trinidad and Tobago"," Male","20to29",36.7
"3792","Trinidad and Tobago"," Female","20to29",6.9
"3793","Tunisia"," Both sexes","20to29",3.1
"3794","Tunisia"," Male","20to29",4.2
"3795","Tunisia"," Female","20to29",2
"3796","Turkey"," Both sexes","20to29",15.6
"3797","Turkey"," Male","20to29",24.3
"3798","Turkey"," Female","20to29",6.8
"3799","Turkmenistan"," Both sexes","20to29",9.7
"3800","Turkmenistan"," Male","20to29",13.6
"3801","Turkmenistan"," Female","20to29",5.8
"3802","Uganda"," Both sexes","20to29",14.3
"3803","Uganda"," Male","20to29",17.9
"3804","Uganda"," Female","20to29",10.7
"3805","Ukraine"," Both sexes","20to29",20.4
"3806","Ukraine"," Male","20to29",35.9
"3807","Ukraine"," Female","20to29",4.2
"3808","United Arab Emirates"," Both sexes","20to29",4
"3809","United Arab Emirates"," Male","20to29",4.9
"3810","United Arab Emirates"," Female","20to29",1
"3811","United Kingdom of Great Britain and Northern Ireland"," Both sexes","20to29",8.6
"3812","United Kingdom of Great Britain and Northern Ireland"," Male","20to29",13.4
"3813","United Kingdom of Great Britain and Northern Ireland"," Female","20to29",3.5
"3814","United Republic of Tanzania"," Both sexes","20to29",6.7
"3815","United Republic of Tanzania"," Male","20to29",10.1
"3816","United Republic of Tanzania"," Female","20to29",3.5
"3817","United States of America"," Both sexes","20to29",18
"3818","United States of America"," Male","20to29",28.9
"3819","United States of America"," Female","20to29",6.6
"3820","Uruguay"," Both sexes","20to29",23
"3821","Uruguay"," Male","20to29",38.4
"3822","Uruguay"," Female","20to29",7.1
"3823","Uzbekistan"," Both sexes","20to29",10.6
"3824","Uzbekistan"," Male","20to29",12.2
"3825","Uzbekistan"," Female","20to29",9
"3826","Vanuatu"," Both sexes","20to29",8.4
"3827","Vanuatu"," Male","20to29",13.4
"3828","Vanuatu"," Female","20to29",3.6
"3829","Venezuela (Bolivarian Republic of)"," Both sexes","20to29",5.4
"3830","Venezuela (Bolivarian Republic of)"," Male","20to29",9.5
"3831","Venezuela (Bolivarian Republic of)"," Female","20to29",1.3
"3832","Viet Nam"," Both sexes","20to29",9
"3833","Viet Nam"," Male","20to29",13.5
"3834","Viet Nam"," Female","20to29",4.2
"3835","Yemen"," Both sexes","20to29",17.7
"3836","Yemen"," Male","20to29",22.9
"3837","Yemen"," Female","20to29",12.3
"3838","Zambia"," Both sexes","20to29",8.3
"3839","Zambia"," Male","20to29",12.3
"3840","Zambia"," Female","20to29",4.2
"3841","Zimbabwe"," Both sexes","20to29",11.3
"3842","Zimbabwe"," Male","20to29",19.1
"3843","Zimbabwe"," Female","20to29",3.8
"3844","Afghanistan"," Both sexes","10to19",3.1
"3845","Afghanistan"," Male","10to19",4.8
"3846","Afghanistan"," Female","10to19",1.2
"3847","Albania"," Both sexes","10to19",5
"3848","Albania"," Male","10to19",3.1
"3849","Albania"," Female","10to19",7
"3850","Algeria"," Both sexes","10to19",1.3
"3851","Algeria"," Male","10to19",1.6
"3852","Algeria"," Female","10to19",1
"3853","Angola"," Both sexes","10to19",2.6
"3854","Angola"," Male","10to19",3.8
"3855","Angola"," Female","10to19",1.4
"3856","Antigua and Barbuda"," Both sexes","10to19",0
"3857","Antigua and Barbuda"," Male","10to19",0
"3858","Antigua and Barbuda"," Female","10to19",0
"3859","Argentina"," Both sexes","10to19",8.6
"3860","Argentina"," Male","10to19",12.7
"3861","Argentina"," Female","10to19",4.3
"3862","Armenia"," Both sexes","10to19",2.2
"3863","Armenia"," Male","10to19",3.5
"3864","Armenia"," Female","10to19",0.6
"3865","Australia"," Both sexes","10to19",5.6
"3866","Australia"," Male","10to19",7.3
"3867","Australia"," Female","10to19",3.9
"3868","Austria"," Both sexes","10to19",4.5
"3869","Austria"," Male","10to19",5.2
"3870","Austria"," Female","10to19",3.7
"3871","Azerbaijan"," Both sexes","10to19",1.4
"3872","Azerbaijan"," Male","10to19",2.1
"3873","Azerbaijan"," Female","10to19",0.6
"3874","Bahamas"," Both sexes","10to19",0.8
"3875","Bahamas"," Male","10to19",1
"3876","Bahamas"," Female","10to19",0.6
"3877","Bahrain"," Both sexes","10to19",3
"3878","Bahrain"," Male","10to19",4.3
"3879","Bahrain"," Female","10to19",1.5
"3880","Bangladesh"," Both sexes","10to19",6.2
"3881","Bangladesh"," Male","10to19",2.7
"3882","Bangladesh"," Female","10to19",9.8
"3883","Barbados"," Both sexes","10to19",0
"3884","Barbados"," Male","10to19",0
"3885","Barbados"," Female","10to19",0
"3886","Belarus"," Both sexes","10to19",4.8
"3887","Belarus"," Male","10to19",7.6
"3888","Belarus"," Female","10to19",1.8
"3889","Belgium"," Both sexes","10to19",3.6
"3890","Belgium"," Male","10to19",4.9
"3891","Belgium"," Female","10to19",2.1
"3892","Belize"," Both sexes","10to19",2.8
"3893","Belize"," Male","10to19",3.5
"3894","Belize"," Female","10to19",2
"3895","Benin"," Both sexes","10to19",4.5
"3896","Benin"," Male","10to19",6.6
"3897","Benin"," Female","10to19",2.4
"3898","Bhutan"," Both sexes","10to19",4.9
"3899","Bhutan"," Male","10to19",5.2
"3900","Bhutan"," Female","10to19",4.6
"3901","Bolivia (Plurinational State of)"," Both sexes","10to19",10.4
"3902","Bolivia (Plurinational State of)"," Male","10to19",10.8
"3903","Bolivia (Plurinational State of)"," Female","10to19",10
"3904","Bosnia and Herzegovina"," Both sexes","10to19",1.7
"3905","Bosnia and Herzegovina"," Male","10to19",2.5
"3906","Bosnia and Herzegovina"," Female","10to19",0.8
"3907","Botswana"," Both sexes","10to19",3.5
"3908","Botswana"," Male","10to19",5.3
"3909","Botswana"," Female","10to19",1.6
